Date,BBCA,BBRI,BMRI,BBNI
2015-03-23 00:00:00+07:00,2257.90185546875,1351.71484375,1749.171875,2253.726318359375
2015-03-24 00:00:00+07:00,2273.52783203125,1362.1932373046875,1765.682861328125,2285.92236328125
2015-03-25 00:00:00+07:00,2285.246337890625,1377.9107666015625,1758.3714599609375,2316.99609375
2015-03-26 00:00:00+07:00,2269.620849609375,1375.291259765625,1762.027099609375,2333.428955078125
2015-03-27 00:00:00+07:00,2257.90185546875,1401.5322265625,1747.404541015625,2333.428955078125
2015-03-30 00:00:00+07:00,2265.714599609375,1396.17236328125,1769.3385009765625,2300.563720703125
2015-03-31 00:00:00+07:00,2316.497802734375,1422.970458984375,1824.173095703125,2374.510498046875
2015-04-01 00:00:00+07:00,2316.497802734375,1393.49267578125,1794.9281005859375,2382.726318359375
2015-04-02 00:00:00+07:00,2312.591552734375,1393.49267578125,1794.9281005859375,2366.29345703125
2015-04-06 00:00:00+07:00,2371.187744140625,1396.17236328125,1780.3052978515625,2358.077392578125
2015-04-07 00:00:00+07:00,2390.719482421875,1412.2513427734375,1780.3052978515625,2390.942626953125
2015-04-08 00:00:00+07:00,2347.7490234375,1404.211669921875,1765.682861328125,2374.510498046875
2015-04-09 00:00:00+07:00,2355.56201171875,1401.5322265625,1754.7158203125,2358.077392578125
2015-04-10 00:00:00+07:00,2351.655517578125,1396.17236328125,1754.7158203125,2341.64501953125
2015-04-13 00:00:00+07:00,2347.7490234375,1393.49267578125,1762.027099609375,2366.29345703125
2015-04-14 00:00:00+07:00,2336.030029296875,1393.49267578125,1732.78173828125,2333.428955078125
2015-04-15 00:00:00+07:00,2304.7783203125,1401.5322265625,1762.027099609375,2333.428955078125
2015-04-16 00:00:00+07:00,2328.217041015625,1406.8916015625,1754.7158203125,2349.861328125
2015-04-17 00:00:00+07:00,2320.0380859375,1393.49267578125,1754.7158203125,2316.99609375
2015-04-20 00:00:00+07:00,2312.17333984375,1409.5711669921875,1765.682861328125,2358.077392578125
2015-04-21 00:00:00+07:00,2343.631591796875,1414.9310302734375,1776.64990234375,2358.077392578125
2015-04-22 00:00:00+07:00,2339.69921875,1412.2513427734375,1758.3714599609375,2333.428955078125
2015-04-23 00:00:00+07:00,2343.631591796875,1398.8521728515625,1754.7158203125,2341.64501953125
2015-04-24 00:00:00+07:00,2343.631591796875,1388.13330078125,1740.0931396484375,2284.130859375
2015-04-27 00:00:00+07:00,2233.528564453125,1288.9805908203125,1645.0460205078125,2136.237548828125
2015-04-28 00:00:00+07:00,2209.934326171875,1272.90185546875,1593.8670654296875,2185.535400390625
2015-04-29 00:00:00+07:00,2123.424560546875,1246.1041259765625,1542.687744140625,2144.453857421875
2015-04-30 00:00:00+07:00,2119.4921875,1246.1041259765625,1571.93310546875,2111.58837890625
2015-05-04 00:00:00+07:00,2158.815185546875,1246.1041259765625,1634.0789794921875,2128.021484375
2015-05-05 00:00:00+07:00,2178.476318359375,1254.1431884765625,1641.3905029296875,2136.237548828125
2015-05-06 00:00:00+07:00,2154.883056640625,1259.5028076171875,1666.97998046875,2152.670166015625
2015-05-07 00:00:00+07:00,2154.883056640625,1246.1041259765625,1634.0789794921875,2201.9677734375
2015-05-08 00:00:00+07:00,2166.67919921875,1248.783935546875,1634.0789794921875,2185.535400390625
2015-05-11 00:00:00+07:00,2154.883056640625,1262.1827392578125,1626.7679443359375,2185.535400390625
2015-05-12 00:00:00+07:00,2158.815185546875,1288.9805908203125,1648.7017822265625,2218.400634765625
2015-05-13 00:00:00+07:00,2158.815185546875,1305.0594482421875,1645.0460205078125,2243.049560546875
2015-05-15 00:00:00+07:00,2127.357177734375,1264.8624267578125,1601.177978515625,2210.184326171875
2015-05-18 00:00:00+07:00,2139.1533203125,1286.301025390625,1623.1123046875,2193.751220703125
2015-05-19 00:00:00+07:00,2147.017822265625,1315.778564453125,1637.7347412109375,2218.400634765625
2015-05-20 00:00:00+07:00,2182.408447265625,1337.2169189453125,1648.7017822265625,2226.61669921875
2015-05-21 00:00:00+07:00,2221.73095703125,1366.69482421875,1699.880859375,2300.563720703125
2015-05-22 00:00:00+07:00,2257.121826171875,1350.6158447265625,1670.6358642578125,2325.212646484375
2015-05-25 00:00:00+07:00,2249.2568359375,1323.81787109375,1630.42333984375,2316.99609375
2015-05-26 00:00:00+07:00,2257.121826171875,1326.4976806640625,1626.7679443359375,2284.130859375
2015-05-27 00:00:00+07:00,2241.392822265625,1280.94140625,1608.48974609375,2251.265380859375
2015-05-28 00:00:00+07:00,2225.663330078125,1267.542236328125,1579.244384765625,2267.6982421875
2015-05-29 00:00:00+07:00,2221.73095703125,1262.1827392578125,1575.58837890625,2259.482421875
2015-06-01 00:00:00+07:00,2221.73095703125,1256.8231201171875,1564.621826171875,2185.535400390625
2015-06-03 00:00:00+07:00,2139.1533203125,1205.9071044921875,1542.687744140625,2095.15576171875
2015-06-04 00:00:00+07:00,2143.085693359375,1192.508056640625,1539.0322265625,2037.6419677734375
2015-06-05 00:00:00+07:00,2147.017822265625,1211.2667236328125,1560.9659423828125,2045.8582763671875
2015-06-08 00:00:00+07:00,2135.22119140625,1179.109375,1506.131103515625,1980.1279296875
2015-06-09 00:00:00+07:00,2091.96630859375,1122.83349609375,1454.9521484375,1906.1810302734375
2015-06-10 00:00:00+07:00,2095.898681640625,1114.7943115234375,1443.98486328125,1889.748291015625
2015-06-11 00:00:00+07:00,2099.831298828125,1085.31640625,1414.73974609375,1832.234375
2015-06-12 00:00:00+07:00,2084.1015625,1112.1142578125,1447.6405029296875,1848.667236328125
2015-06-15 00:00:00+07:00,2091.96630859375,1087.9962158203125,1378.1832275390625,1766.5037841796875
2015-06-16 00:00:00+07:00,2099.831298828125,1130.873046875,1396.4613037109375,1807.5855712890625
2015-06-17 00:00:00+07:00,2158.815185546875,1179.109375,1436.67333984375,1856.8834228515625
2015-06-18 00:00:00+07:00,2143.085693359375,1154.9910888671875,1414.73974609375,1815.802001953125
2015-06-19 00:00:00+07:00,2154.883056640625,1184.46875,1462.263427734375,1832.234375
2015-06-22 00:00:00+07:00,2158.815185546875,1173.74951171875,1458.607421875,1840.4508056640625
2015-06-23 00:00:00+07:00,2150.9501953125,1157.670654296875,1469.5745849609375,1832.234375
2015-06-24 00:00:00+07:00,2143.085693359375,1104.0748291015625,1447.6405029296875,1807.5855712890625
2015-06-25 00:00:00+07:00,2119.4921875,1093.355712890625,1462.263427734375,1758.287841796875
2015-06-26 00:00:00+07:00,2131.2890625,1122.83349609375,1476.8858642578125,1733.638916015625
2015-06-29 00:00:00+07:00,2123.424560546875,1112.1142578125,1465.9188232421875,1725.422607421875
2015-06-30 00:00:00+07:00,2123.424560546875,1109.4345703125,1469.5745849609375,1741.8553466796875
2015-07-01 00:00:00+07:00,2123.424560546875,1130.873046875,1462.263427734375,1741.8553466796875
2015-07-02 00:00:00+07:00,2139.1533203125,1165.7103271484375,1473.2301025390625,1832.234375
2015-07-03 00:00:00+07:00,2143.085693359375,1160.3507080078125,1487.852783203125,1848.667236328125
2015-07-06 00:00:00+07:00,2139.1533203125,1114.7943115234375,1451.296142578125,1791.15283203125
2015-07-07 00:00:00+07:00,2076.2373046875,1122.83349609375,1484.197265625,1824.018310546875
2015-07-08 00:00:00+07:00,2095.898681640625,1096.0355224609375,1454.9521484375,1774.72021484375
2015-07-09 00:00:00+07:00,2084.1015625,1104.0748291015625,1447.6405029296875,1758.287841796875
2015-07-10 00:00:00+07:00,2091.96630859375,1122.83349609375,1462.263427734375,1791.15283203125
2015-07-13 00:00:00+07:00,2123.424560546875,1122.83349609375,1469.5745849609375,1799.369384765625
2015-07-14 00:00:00+07:00,2139.1533203125,1125.5135498046875,1480.5416259765625,1741.8553466796875
2015-07-15 00:00:00+07:00,2123.424560546875,1085.31640625,1462.263427734375,1667.9085693359375
2015-07-22 00:00:00+07:00,2131.2890625,1109.4345703125,1520.753662109375,1700.773681640625
2015-07-23 00:00:00+07:00,2162.747314453125,1098.7154541015625,1476.8858642578125,1676.1248779296875
2015-07-24 00:00:00+07:00,2158.815185546875,1082.6365966796875,1462.263427734375,1643.259521484375
2015-07-27 00:00:00+07:00,2115.559814453125,1047.79931640625,1396.4613037109375,1593.9619140625
2015-07-28 00:00:00+07:00,2044.779296875,1007.602294921875,1370.8714599609375,1559.4532470703125
2015-07-29 00:00:00+07:00,2021.185791015625,1018.3214721679688,1389.150146484375,1524.944580078125
2015-07-30 00:00:00+07:00,2013.3209228515625,1002.24267578125,1392.8056640625,1472.360595703125
2015-07-31 00:00:00+07:00,2060.508544921875,1071.91748046875,1392.8056640625,1564.383056640625
2015-08-03 00:00:00+07:00,2084.1015625,1120.1536865234375,1418.395263671875,1582.4591064453125
2015-08-04 00:00:00+07:00,2091.96630859375,1114.7943115234375,1392.8056640625,1575.8861083984375
2015-08-05 00:00:00+07:00,2154.883056640625,1157.670654296875,1433.0181884765625,1676.1248779296875
2015-08-06 00:00:00+07:00,2170.611572265625,1154.9910888671875,1433.0181884765625,1700.773681640625
2015-08-07 00:00:00+07:00,2162.747314453125,1130.873046875,1411.083984375,1643.259521484375
2015-08-10 00:00:00+07:00,2178.476318359375,1133.5526123046875,1392.8056640625,1607.1077880859375
2015-08-11 00:00:00+07:00,2131.2890625,1087.9962158203125,1337.9708251953125,1533.1612548828125
2015-08-12 00:00:00+07:00,2068.372802734375,1039.759765625,1286.79150390625,1482.2200927734375
2015-08-13 00:00:00+07:00,2076.2373046875,1074.597412109375,1330.659423828125,1521.658447265625
2015-08-14 00:00:00+07:00,2084.1015625,1096.0355224609375,1316.0369873046875,1503.58251953125
2015-08-18 00:00:00+07:00,2040.8472900390625,1050.47900390625,1286.79150390625,1426.3494873046875
2015-08-19 00:00:00+07:00,1997.5916748046875,1061.1982421875,1272.1689453125,1452.6414794921875
2015-08-20 00:00:00+07:00,1930.7435302734375,1042.4395751953125,1272.1689453125,1452.6414794921875
2015-08-21 00:00:00+07:00,1867.8272705078125,1018.3214721679688,1242.9239501953125,1413.203125
2015-08-24 00:00:00+07:00,1777.3846435546875,980.804443359375,1195.400390625,1355.689208984375
2015-08-25 00:00:00+07:00,1828.5042724609375,1018.3214721679688,1242.9239501953125,1429.6358642578125
2015-08-26 00:00:00+07:00,1863.894775390625,1045.119384765625,1250.235107421875,1480.5767822265625
2015-08-27 00:00:00+07:00,1981.863037109375,1125.5135498046875,1316.0369873046875,1628.4703369140625
2015-08-28 00:00:00+07:00,2021.185791015625,1114.7943115234375,1327.0040283203125,1643.259521484375
2015-08-31 00:00:00+07:00,2029.0499267578125,1138.912109375,1330.659423828125,1626.8271484375
2015-09-01 00:00:00+07:00,1977.9307861328125,1082.6365966796875,1275.8248291015625,1564.383056640625
2015-09-02 00:00:00+07:00,1930.7435302734375,1093.355712890625,1286.79150390625,1544.6640625
2015-09-03 00:00:00+07:00,1934.67578125,1087.9962158203125,1290.447265625,1539.734130859375
2015-09-04 00:00:00+07:00,1926.8111572265625,1079.9566650390625,1290.447265625,1511.799072265625
2015-09-07 00:00:00+07:00,1875.69189453125,1047.79931640625,1279.480224609375,1475.6470947265625
2015-09-08 00:00:00+07:00,1856.0301513671875,1063.878173828125,1286.79150390625,1549.5936279296875
2015-09-09 00:00:00+07:00,1875.69189453125,1063.878173828125,1272.1689453125,1533.1612548828125
2015-09-10 00:00:00+07:00,1875.69189453125,1034.4002685546875,1257.54638671875,1474.0040283203125
2015-09-11 00:00:00+07:00,1875.69189453125,1029.041015625,1264.857666015625,1447.7115478515625
2015-09-14 00:00:00+07:00,1903.2176513671875,1031.72021484375,1264.857666015625,1462.5010986328125
2015-09-15 00:00:00+07:00,1879.6240234375,1031.72021484375,1272.1689453125,1432.92236328125
2015-09-16 00:00:00+07:00,1863.894775390625,1029.041015625,1264.857666015625,1418.1329345703125
2015-09-17 00:00:00+07:00,1922.8787841796875,1074.597412109375,1264.857666015625,1429.6358642578125
2015-09-18 00:00:00+07:00,1930.7435302734375,1047.79931640625,1264.857666015625,1408.2735595703125
2015-09-21 00:00:00+07:00,1915.014404296875,1021.0012817382812,1257.54638671875,1423.062744140625
2015-09-22 00:00:00+07:00,1911.081787109375,1002.24267578125,1257.54638671875,1413.203125
2015-09-23 00:00:00+07:00,1867.8272705078125,943.287353515625,1177.121826171875,1406.6302490234375
2015-09-25 00:00:00+07:00,1856.0301513671875,916.4894409179688,1129.5982666015625,1350.759521484375
2015-09-28 00:00:00+07:00,1804.9105224609375,889.69140625,1100.3529052734375,1294.8885498046875
2015-09-29 00:00:00+07:00,1871.759521484375,895.0509033203125,1136.90966796875,1337.61328125
2015-09-30 00:00:00+07:00,1930.7435302734375,927.2086791992188,1158.8433837890625,1358.9759521484375
2015-10-01 00:00:00+07:00,1887.4884033203125,935.247802734375,1166.1549072265625,1378.6947021484375
2015-10-02 00:00:00+07:00,1867.8272705078125,929.888427734375,1122.2869873046875,1362.26220703125
2015-10-05 00:00:00+07:00,1973.9981689453125,978.1245727539062,1199.055908203125,1446.068359375
2015-10-06 00:00:00+07:00,2036.9146728515625,1012.9618530273438,1301.4141845703125,1490.4364013671875
2015-10-07 00:00:00+07:00,2044.779296875,1055.838623046875,1305.070068359375,1544.6640625
2015-10-08 00:00:00+07:00,2060.508544921875,1069.237548828125,1301.4141845703125,1587.388916015625
2015-10-09 00:00:00+07:00,2076.2373046875,1130.873046875,1330.659423828125,1651.4759521484375
2015-10-12 00:00:00+07:00,2103.76318359375,1157.670654296875,1341.62646484375,1651.4759521484375
2015-10-13 00:00:00+07:00,2036.9146728515625,1074.597412109375,1308.7257080078125,1589.0321044921875
2015-10-15 00:00:00+07:00,2040.8472900390625,1085.31640625,1301.4141845703125,1651.4759521484375
2015-10-16 00:00:00+07:00,2013.3209228515625,1104.0748291015625,1305.070068359375,1676.1248779296875
2015-10-19 00:00:00+07:00,2064.440673828125,1117.4737548828125,1337.9708251953125,1684.3408203125
2015-10-20 00:00:00+07:00,2076.2373046875,1138.912109375,1352.593505859375,1708.990234375
2015-10-21 00:00:00+07:00,2095.898681640625,1130.873046875,1348.937744140625,1717.2061767578125
2015-10-22 00:00:00+07:00,2107.695556640625,1146.9515380859375,1341.62646484375,1717.2061767578125
2015-10-23 00:00:00+07:00,2119.4921875,1200.54736328125,1374.5274658203125,1733.638916015625
2015-10-26 00:00:00+07:00,2147.017822265625,1243.4241943359375,1400.1170654296875,1741.8553466796875
2015-10-27 00:00:00+07:00,2147.017822265625,1243.4241943359375,1411.083984375,1700.773681640625
2015-10-28 00:00:00+07:00,2135.22119140625,1189.8284912109375,1381.8387451171875,1651.4759521484375
2015-10-29 00:00:00+07:00,2068.372802734375,1152.3111572265625,1316.0369873046875,1582.4591064453125
2015-10-30 00:00:00+07:00,2029.0499267578125,1128.1929931640625,1272.1689453125,1562.7396240234375
2015-11-02 00:00:00+07:00,2009.3890380859375,1101.395263671875,1250.235107421875,1582.4591064453125
2015-11-03 00:00:00+07:00,2068.372802734375,1146.9515380859375,1294.1029052734375,1626.8271484375
2015-11-04 00:00:00+07:00,2111.6279296875,1184.46875,1330.659423828125,1643.259521484375
2015-11-05 00:00:00+07:00,2131.2890625,1149.63134765625,1312.38134765625,1625.1837158203125
2015-11-06 00:00:00+07:00,2131.2890625,1146.9515380859375,1312.38134765625,1582.4591064453125
2015-11-09 00:00:00+07:00,2064.440673828125,1133.5526123046875,1272.1689453125,1602.1783447265625
2015-11-10 00:00:00+07:00,2032.982177734375,1120.1536865234375,1228.301025390625,1587.388916015625
2015-11-11 00:00:00+07:00,2040.8472900390625,1122.83349609375,1195.400390625,1577.529052734375
2015-11-12 00:00:00+07:00,2040.8472900390625,1128.1929931640625,1224.6453857421875,1630.113525390625
2015-11-13 00:00:00+07:00,2041.63623046875,1128.1929931640625,1268.51318359375,1590.6754150390625
2015-11-16 00:00:00+07:00,2037.6878662109375,1128.1929931640625,1242.9239501953125,1584.10205078125
2015-11-17 00:00:00+07:00,2073.228759765625,1168.3897705078125,1261.2020263671875,1643.259521484375
2015-11-18 00:00:00+07:00,2065.330810546875,1173.74951171875,1261.2020263671875,1651.4759521484375
2015-11-19 00:00:00+07:00,2045.58544921875,1176.4293212890625,1283.135986328125,1708.990234375
2015-11-20 00:00:00+07:00,2077.177734375,1179.109375,1268.51318359375,1708.990234375
2015-11-23 00:00:00+07:00,2100.8720703125,1179.109375,1275.8248291015625,1708.990234375
2015-11-24 00:00:00+07:00,2128.5146484375,1184.46875,1272.1689453125,1692.5572509765625
2015-11-25 00:00:00+07:00,2132.463623046875,1230.025146484375,1305.070068359375,1700.773681640625
2015-11-26 00:00:00+07:00,2136.413330078125,1230.025146484375,1356.2491455078125,1684.3408203125
2015-11-27 00:00:00+07:00,2077.177734375,1211.2667236328125,1312.38134765625,1636.686279296875
2015-11-30 00:00:00+07:00,1954.7584228515625,1154.9910888671875,1242.9239501953125,1567.6697998046875
2015-12-01 00:00:00+07:00,2092.9736328125,1205.9071044921875,1301.4141845703125,1633.3997802734375
2015-12-02 00:00:00+07:00,2100.8720703125,1208.5867919921875,1301.4141845703125,1638.329833984375
2015-12-03 00:00:00+07:00,2100.8720703125,1208.5867919921875,1286.79150390625,1639.97314453125
2015-12-04 00:00:00+07:00,2073.228759765625,1211.2667236328125,1279.480224609375,1628.4703369140625
2015-12-07 00:00:00+07:00,2089.0244140625,1184.46875,1330.659423828125,1643.259521484375
2015-12-08 00:00:00+07:00,2057.43310546875,1168.3897705078125,1316.0369873046875,1641.616455078125
2015-12-09 00:00:00+07:00,2057.43310546875,1168.3897705078125,1316.0369873046875,1641.616455078125
2015-12-10 00:00:00+07:00,2132.463623046875,1165.7103271484375,1297.758544921875,1643.259521484375
2015-12-11 00:00:00+07:00,2085.075927734375,1160.3507080078125,1279.480224609375,1620.2540283203125
2015-12-14 00:00:00+07:00,2085.075927734375,1144.2718505859375,1261.2020263671875,1577.529052734375
2015-12-15 00:00:00+07:00,2069.27978515625,1152.3111572265625,1279.480224609375,1574.24267578125
2015-12-16 00:00:00+07:00,2128.5146484375,1216.626220703125,1308.7257080078125,1643.259521484375
2015-12-17 00:00:00+07:00,2148.260009765625,1238.0645751953125,1330.659423828125,1659.692138671875
2015-12-18 00:00:00+07:00,2089.0244140625,1165.7103271484375,1275.8248291015625,1630.113525390625
2015-12-21 00:00:00+07:00,2081.126953125,1189.8284912109375,1297.758544921875,1595.6048583984375
2015-12-22 00:00:00+07:00,2085.075927734375,1184.46875,1297.758544921875,1612.0377197265625
2015-12-23 00:00:00+07:00,2081.126953125,1189.8284912109375,1297.758544921875,1603.8214111328125
2015-12-28 00:00:00+07:00,2104.820556640625,1221.9857177734375,1316.0369873046875,1643.259521484375
2015-12-29 00:00:00+07:00,2092.9736328125,1221.9857177734375,1334.3150634765625,1639.97314453125
2015-12-30 00:00:00+07:00,2100.8720703125,1224.665771484375,1352.593505859375,1639.97314453125
2016-01-04 00:00:00+07:00,2089.0244140625,1230.025146484375,1352.593505859375,1607.1077880859375
2016-01-05 00:00:00+07:00,2112.718994140625,1240.7442626953125,1370.8714599609375,1626.8271484375
2016-01-06 00:00:00+07:00,2085.075927734375,1235.3848876953125,1367.2161865234375,1659.692138671875
2016-01-07 00:00:00+07:00,2053.4833984375,1205.9071044921875,1330.659423828125,1638.329833984375
2016-01-08 00:00:00+07:00,2053.4833984375,1243.4241943359375,1356.2491455078125,1643.259521484375
2016-01-11 00:00:00+07:00,2013.99365234375,1219.3060302734375,1330.659423828125,1621.897216796875
2016-01-12 00:00:00+07:00,2069.27978515625,1243.4241943359375,1345.2822265625,1616.967529296875
2016-01-13 00:00:00+07:00,2081.126953125,1243.4241943359375,1367.2161865234375,1638.329833984375
2016-01-14 00:00:00+07:00,2057.43310546875,1256.8231201171875,1367.2161865234375,1651.4759521484375
2016-01-15 00:00:00+07:00,2053.4833984375,1227.3453369140625,1356.2491455078125,1635.0430908203125
2016-01-18 00:00:00+07:00,2049.53466796875,1221.9857177734375,1356.2491455078125,1616.967529296875
2016-01-19 00:00:00+07:00,2065.330810546875,1232.705078125,1370.8714599609375,1630.113525390625
2016-01-20 00:00:00+07:00,2057.43310546875,1179.109375,1363.560546875,1593.9619140625
2016-01-21 00:00:00+07:00,2045.58544921875,1160.3507080078125,1359.9046630859375,1600.534912109375
2016-01-22 00:00:00+07:00,2053.4833984375,1208.5867919921875,1370.8714599609375,1643.259521484375
2016-01-25 00:00:00+07:00,2073.228759765625,1224.665771484375,1392.8056640625,1651.4759521484375
2016-01-26 00:00:00+07:00,2053.4833984375,1211.2667236328125,1392.8056640625,1620.2540283203125
2016-01-27 00:00:00+07:00,2069.27978515625,1219.3060302734375,1396.4613037109375,1626.8271484375
2016-01-28 00:00:00+07:00,2077.177734375,1205.9071044921875,1389.150146484375,1630.113525390625
2016-01-29 00:00:00+07:00,2069.27978515625,1203.227294921875,1403.7725830078125,1613.680908203125
2016-02-01 00:00:00+07:00,2089.0244140625,1203.227294921875,1407.4283447265625,1603.8214111328125
2016-02-02 00:00:00+07:00,2069.27978515625,1181.7890625,1389.150146484375,1607.1077880859375
2016-02-03 00:00:00+07:00,2061.3818359375,1171.06982421875,1370.8714599609375,1600.534912109375
2016-02-04 00:00:00+07:00,2077.177734375,1221.9857177734375,1403.7725830078125,1626.8271484375
2016-02-05 00:00:00+07:00,2120.616943359375,1318.458251953125,1513.4425048828125,1733.638916015625
2016-02-09 00:00:00+07:00,2100.8720703125,1283.62109375,1469.5745849609375,1741.8553466796875
2016-02-10 00:00:00+07:00,2096.9228515625,1262.1827392578125,1436.67333984375,1750.0714111328125
2016-02-11 00:00:00+07:00,2108.76953125,1272.90185546875,1462.263427734375,1774.72021484375
2016-02-12 00:00:00+07:00,2096.9228515625,1264.8624267578125,1422.051025390625,1733.638916015625
2016-02-15 00:00:00+07:00,2108.76953125,1272.90185546875,1433.0181884765625,1774.72021484375
2016-02-16 00:00:00+07:00,2116.66796875,1278.261474609375,1425.7066650390625,1774.72021484375
2016-02-17 00:00:00+07:00,2116.66796875,1280.94140625,1418.395263671875,1799.369384765625
2016-02-18 00:00:00+07:00,2116.66796875,1286.301025390625,1422.051025390625,1791.15283203125
2016-02-19 00:00:00+07:00,2061.3818359375,1227.3453369140625,1359.9046630859375,1676.1248779296875
